text,intent
cate goluri are mohamed salah,player_goals
cate goluri a marcat mohamed salah in premier league 2018-2019,player_goals
goluri Phil Foden 2022-2023,player_goals
creeaza un reminder maine,other
cate puncte sunt intre FCSB si lider in premier league 2023-2024,points_gap_to_leader
cate puncte sunt intre borussia dortmund si lider in premier league 2016-2017,points_gap_to_leader
goluri dnis alibec in ultimele 5 meciuri,player_goals
cate goluri are rodrygo in 2025-2026,player_goals
cate goluri are lonel messi in 2022-2023,player_goals
cat e gapul de puncte pentru Liverpool in Bundesliga 2022-2023,points_gap_to_leader
cate goluri are florian wirtz,player_goals
diferenta de puncte Frul Constanta lider La Liga 2022-2023,points_gap_to_leader
cat e gapul de puncte pentru Rapid Bucuresti in Ligue 1 2026-2027,points_gap_to_leader
goluri Octavian Popescu in ultimele 3 meciuri,player_goals
cat e gapul de puncte pentru Sepsi OSK in Premier League 2025-2026,points_gap_to_leader
Paris Saint-Germain cate puncte fata de lider in Liga 1 2024-2025,points_gap_to_leader
cat e gapul de puncte pentru sepsi osk in Liga 1 2017-2018,points_gap_to_leader
goluri marcate de dnis alibec in la liga 2025-2026,player_goals
Dinamo Bucuresti cate puncte fata de lider in Serie A 2021-2022,points_gap_to_leader
goluri marcate de Phil Foden in Serie A 2019-2020,player_goals
goluri marcate de Harry Kane in l liga 2024-2025,player_goals
goluri Jude Bellingham 2022-2023,player_goals
cate goluri a marcat vinicius junior in Liga 1 2017-2018,player_goals
goluri Cprian Deac 2026-2027,player_goals
goluri marcate de Mario Camora in bundesliga 2021-2022,player_goals
cate goluri a marcat Neymar in la liga 2021-2022,player_goals
Petrolul Ploiesti cate puncte fata de lider in UEFA Champions League 2017-2018,points_gap_to_leader
Petrolul Ploiesti cate puncte fata de lider in La Liga 2018-2019,points_gap_to_leader
puncte pana la lider pentru Universitatea Craiova in UEFA Champions League 2017-2018,points_gap_to_leader
cat e gapul de puncte pentru real madrid in Serie A 2020-2021,points_gap_to_leader
porneste muzica,other
cre e vremea azi,other
diferenta de puncte Sepsi OSK lider Serie A 2016-2017,points_gap_to_leader
cate goluri are Ianis Hagi in 2021-2022,player_goals
creeaza un reminder maine,other
cate goluri are Toni Kroos in 2026-2027,player_goals
diferenta de puncte Rapid Bucuresti lider Serie A 2023-2024,points_gap_to_leader
diferenta de puncte Sepsi OSK lider Liga 1 2022-2023,points_gap_to_leader
cat e gapul de puncte pentru rapid bucuresti in liga 1 2024-2025,points_gap_to_leader
fa-mi un ceai,other
cate puncte sunt intre fcsb si lider in Liga 1 2023-2024,points_gap_to_leader
goluri Vinicius Junior 2018-2019,player_goals
goluri Andrei Ivan 2022-2023,player_goals
Juventus cate puncte fata de lider in Bundesliga 2025-2026,points_gap_to_leader
Bayern Munchen cate puncte fata de lider in UEFA Champions League 2018-2019,points_gap_to_leader
Bayern Munchen cate puncte fata de lider in La Liga 2021-2022,points_gap_to_leader
cate goluri are nicolae stanciu in 2022-2023,player_goals
puncte pana la lider pentru Bayern Munchen in Bundesliga 2022-2023,points_gap_to_leader
arata-mi programul de azi,other
goluri Kevin De Bruyne 2022-2023,player_goals
deschide youtube,other
Juventus cate puncte fata de lider in Liga 1 2023-2024,points_gap_to_leader
goluri marcate de Kylian Mbappe in Bundesliga 2019-2020,player_goals
cat e gapul de puncte pentru Universitatea Craiova in Liga 1 2025-2026,points_gap_to_leader
cum gatesc paste,other
ce ora este,other
fc barcelona cate puncte fata de lider in premier league 2022-2023,points_gap_to_leader
puncte pana la lider pentru Sepsi OSK in Prmier League 2019-2020,points_gap_to_leader
cate puncte sunt intre Manchester City si lider in uefa champions league 2025-2026,points_gap_to_leader
puncte pana la lider pentru Bayern Munchen in Bundesliga 2026-2027,points_gap_to_leader
goluri Erling Haaland in ultimele 10 meciuri,player_goals
creeaza un reminder maine,other
care e vremea azi,other
diferenta de puncte Farul Constanta lider uefa champions league 2024-2025,points_gap_to_leader
goluri luka modric in ultimele 5 meciuri,player_goals
creeaza un reminder maine,other
pretul la btc,other
sepsi osk cate puncte fata de lider in Liga 1 2018-2019,points_gap_to_leader
puncte pana la lider pentru Bayern Munchen in Serie A 2026-2027,points_gap_to_leader
goluri Florian Wirtz 2026-2027,player_goals
puncte pana la lider pentru Real Madrid in La Liga 2021-2022,points_gap_to_leader
cate goluri a marcat erling haaland in Premier League 2016-2017,player_goals
cat e gapul de puncte pentru Inter Milano in liga 1 2019-2020,points_gap_to_leader
cate goluri are Antoine Griezmann,player_goals
goluri Antoine Griezmann in ultimele 3 meciuri,player_goals
cat e gapul de puncte pentru sepsi osk in Serie A 2024-2025,points_gap_to_leader
nicolae stanciu cate goluri are in EFA Champions League 2023-2024,player_goals
puncte pana la lider pentru sepsi osk in La Liga 2018-2019,points_gap_to_leader
cate puncte sunt intre farul constanta si lider in UEFA Champions League 2026-2027,points_gap_to_leader
goluri marcate de Jude Bellingham in Liga 1 2018-2019,player_goals
U Cluj cate puncte fata de lider in Srie A 2018-2019,points_gap_to_leader
Radu Dragusin cate goluri are in Ligue 1 2024-2025,player_goals
puncte pana la lider pentru Real Madrid in Serie A 2019-2020,points_gap_to_leader
puncte pana la lider pentru Manchester City in uefa champions league 2024-2025,points_gap_to_leader
goluri Denis Alibec in ultimele 3 meciuri,player_goals
goluri Mohamed Salah in ultimele 10 meciuri,player_goals
goluri Ciprian Deac in ultimele 5 meciuri,player_goals
cate goluri a marcat Nicolae Stanciu in ligue 1 2016-2017,player_goals
Rfael Leao cate goluri are in La Liga 2021-2022,player_goals
rata-mi programul de azi,other
bayern munchen cate puncte fata de lider in prmier league 2026-2027,points_gap_to_leader
Nymar cate goluri are in Premier League 2025-2026,player_goals
diferenta de puncte Petrolul Ploiesti lider serie a 2026-2027,points_gap_to_leader
goluri Ianis Hagi 2026-2027,player_goals
cat e gapul de puncte pentru liverpool in Liga 1 2016-2017,points_gap_to_leader
liverpool cate puncte fata de lider in Bundesliga 2023-2024,points_gap_to_leader
puncte pana la lider pentru Dinamo Bucuresti in bundesliga 2026-2027,points_gap_to_leader
diferenta de puncte Juventus lider uefa champions league 2025-2026,points_gap_to_leader
spune-mi o gluma,other
cate goluri a marcat Antoine Griezmann in Bundesliga 2020-2021,player_goals
Real Madrid cate puncte fata de lider in ligue 1 2016-2017,points_gap_to_leader
goluri Vinicius Junior 2020-2021,player_goals
fa-mi un ceai,other
cate puncte sunt intre FCSB si lider in Lga 1 2026-2027,points_gap_to_leader
puncte pana la lider pentru dinamo bucuresti in Bundesliga 2018-2019,points_gap_to_leader
goluri Rodrygo in ultimele 5 meciuri,player_goals
goluri marcate de Nicolae Stanciu in Serie A 2020-2021,player_goals
cat e gapul de puncte pentru cfr cluj in Serie A 2019-2020,points_gap_to_leader
Borussia Dortmund cate puncte fata de lider in uefa champions league 2016-2017,points_gap_to_leader
cate goluri are vinicius junior in 2023-2024,player_goals
cate goluri a marcat Toni Kroos in La Liga 2023-2024,player_goals
cati km are maratonul,other
cate goluri a marcat Kevin De Bruyne in Srie A 2023-2024,player_goals
cate goluri are lonel messi in 2020-2021,player_goals
goluri marcate de Toni Kroos in Premier League 2024-2025,player_goals
cate goluri are neymar,player_goals
diferenta de puncte Inter Milano lider srie a 2019-2020,points_gap_to_leader
deschide youtube,other
cat e gapul de puncte pentru Rapid Bucuresti in liga 1 2021-2022,points_gap_to_leader
pretul la btc,other
arata-mi programul de azi,other
cate puncte sunt intre inter milano si lider in UEFA Champions League 2019-2020,points_gap_to_leader
goluri Florian Wirtz in ultimele 5 meciuri,player_goals
goluri Radu Dragusin in ultimele 10 meciuri,player_goals
goluri Nicolae Stanciu 2023-2024,player_goals
spune-mi o gluma,other
cate puncte sunt intre Real Madrid si lider in Bundesliga 2023-2024,points_gap_to_leader
care e vremea azi,other
cate goluri are Hrry Kane in 2025-2026,player_goals
cate puncte sunt intre Spsi OSK si lider in liga 1 2016-2017,points_gap_to_leader
puncte pana la lider pentru Liverpool in bundesliga 2018-2019,points_gap_to_leader
cate goluri are Andrei Ivan,player_goals
juventus cate puncte fata de lider in prmier league 2017-2018,points_gap_to_leader
goluri marcate de Rafael Leao in La Liga 2020-2021,player_goals
UTA Arad cate puncte fata de lider in Liga 1 2017-2018,points_gap_to_leader
goluri octavian popescu in ultimele 5 meciuri,player_goals
goluri erling haaland 2025-2026,player_goals
cate goluri a marcat radu dragusin in Serie A 2024-2025,player_goals
goluri phil foden in ultimele 5 meciuri,player_goals
Dinamo Bucuresti cate puncte fata de lider in Ligue 1 2017-2018,points_gap_to_leader
cat e gapul de puncte pentru Bayern Munchen in Liga 1 2021-2022,points_gap_to_leader
goluri Toni Kroos in ultimele 10 meciuri,player_goals
cm gatesc paste,other
cate puncte sunt intre UTA Arad si lider in Premier League 2019-2020,points_gap_to_leader
goluri erling haaland 2020-2021,player_goals
neymar cate goluri are in UEFA Champions League 2016-2017,player_goals
cati km are maratonul,other
puncte pana la lider pentru Paris Saint-Germain in Premier League 2023-2024,points_gap_to_leader
puncte pana la lider pentru real madrid in Premier League 2022-2023,points_gap_to_leader
diferenta de puncte borussia dortmund lider ligue 1 2024-2025,points_gap_to_leader
creeaza un reminder maine,other
Dinamo Bucuresti cate puncte fata de lider in ligue 1 2025-2026,points_gap_to_leader
cat e gapul de puncte pentru Liverpool in uefa champions league 2021-2022,points_gap_to_leader
cate goluri are Erling Haaland,player_goals
cate goluri are rling Haaland in 2019-2020,player_goals
goluri Phil Foden in ultimele 5 meciuri,player_goals
cate goluri are luka modric,player_goals
porneste muzica,other
U Cluj cate puncte fata de lider in Ligue 1 2022-2023,points_gap_to_leader
spune-mi o gluma,other
care e vremea azi,other
puncte pana la lider pentru Borussia Dortmund in Serie A 2022-2023,points_gap_to_leader
cate puncte sunt intre Arsenal si lider in bundesliga 2022-2023,points_gap_to_leader
cate goluri are Darius Olaru in 2017-2018,player_goals
goluri marcate de karim benzema in Serie A 2017-2018,player_goals
porneste muzica,other
diferenta de puncte rpid bucuresti lider La Liga 2016-2017,points_gap_to_leader
spune-mi o gluma,other
spune-mi o gluma,other
goluri Rafael Leao in ultimele 5 meciuri,player_goals
cate goluri a marcat kylian mbappe in Serie A 2020-2021,player_goals
diferenta de puncte Manchester City lider Liga 1 2025-2026,points_gap_to_leader
cate goluri are Vnicius Junior,player_goals
creeaza un reminder maine,other
pretul la btc,other
cat e gapul de puncte pentru U Cluj in serie a 2016-2017,points_gap_to_leader
fa-mi un ceai,other
goluri marcate de Ianis Hagi in Serie A 2025-2026,player_goals
deschide youtube,other
cate puncte sunt intre Bayern Munchen si lider in Serie A 2022-2023,points_gap_to_leader
cate goluri are phil foden in 2025-2026,player_goals
cum gatesc paste,other
cate goluri are Vinicius Junior,player_goals
cate puncte sunt intre Real Madrid si lider in La Liga 2018-2019,points_gap_to_leader
puncte pana la lider pentru fc barcelona in Premier League 2020-2021,points_gap_to_leader
cate goluri a marcat Radu Dragusin in Liga 1 2025-2026,player_goals
cate puncte sunt intre Real Madrid si lider in bundesliga 2017-2018,points_gap_to_leader
diferenta de puncte Dinamo Bucuresti lider Liga 1 2016-2017,points_gap_to_leader
deschide youtube,other
lverpool cate puncte fata de lider in premier league 2026-2027,points_gap_to_leader
pretul la btc,other
cate goluri a marcat Phil Foden in Ligue 1 2020-2021,player_goals
goluri marcate de kylan mbappe in ligue 1 2017-2018,player_goals
Inter Milano cate puncte fata de lider in Serie A 2018-2019,points_gap_to_leader
cate puncte sunt intre liverpool si lider in uefa champions league 2023-2024,points_gap_to_leader
puncte pana la lider pentru FCSB in Lga 1 2019-2020,points_gap_to_leader
puncte pana la lider pentru jventus in prmier league 2017-2018,points_gap_to_leader
spune-mi o gluma,other
puncte pana la lider pentru inter milano in Serie A 2026-2027,points_gap_to_leader
cat e gapul de puncte pentru manchester city in Liga 1 2022-2023,points_gap_to_leader
cate goluri a marcat Rafael Leao in Liga 1 2026-2027,player_goals
pretul la btc,other
cate goluri a marcat Phil Foden in EFA Champions League 2018-2019,player_goals
juventus cate puncte fata de lider in serie a 2016-2017,points_gap_to_leader
Frul Constanta cate puncte fata de lider in UEFA Champions League 2018-2019,points_gap_to_leader
CFR Cluj cate puncte fata de lider in EFA Champions League 2023-2024,points_gap_to_leader
cate goluri are Mohamed Salah in 2024-2025,player_goals
cate goluri are Robert Lewandowski in 2023-2024,player_goals
cat e gapul de puncte pentru rsenal in La Liga 2025-2026,points_gap_to_leader
cat e gapul de puncte pentru FC Barcelona in Premier League 2019-2020,points_gap_to_leader
creeaza un reminder maine,other
puncte pana la lider pentru CFR Cluj in Ligue 1 2019-2020,points_gap_to_leader
Real Madrid cate puncte fata de lider in Bundesliga 2021-2022,points_gap_to_leader
cate goluri are Dnis Alibec,player_goals
FCSB cate puncte fata de lider in UEFA Champions League 2026-2027,points_gap_to_leader
Liverpool cate puncte fata de lider in la liga 2021-2022,points_gap_to_leader
cat e gapul de puncte pentru u cluj in Serie A 2018-2019,points_gap_to_leader
diferenta de puncte Inter Milano lider uefa champions league 2026-2027,points_gap_to_leader
cate goluri are Lka Modric in 2019-2020,player_goals
puncte pana la lider pentru FC Barcelona in Liga 1 2020-2021,points_gap_to_leader
goluri Kylian Mbappe 2024-2025,player_goals
rapid bucuresti cate puncte fata de lider in UEFA Champions League 2021-2022,points_gap_to_leader
spune-mi o gluma,other
creeaza un reminder maine,other
creeaza un reminder maine,other
Inter Milano cate puncte fata de lider in Bundesliga 2022-2023,points_gap_to_leader
ce ora este,other
puncte pana la lider pentru Real Madrid in serie a 2023-2024,points_gap_to_leader
cate goluri are Kevin De Bruyne in 2018-2019,player_goals
diferenta de puncte Inter Milano lider Serie A 2020-2021,points_gap_to_leader
cate goluri a marcat Rdu Dragusin in Serie A 2024-2025,player_goals
arata-mi programul de azi,other
goluri rodrygo 2017-2018,player_goals
puncte pana la lider pentru Paris Saint-Germain in Premier League 2024-2025,points_gap_to_leader
goluri Karim Benzema 2019-2020,player_goals
cate goluri are Lionel Messi in 2016-2017,player_goals
cate puncte sunt intre U Cluj si lider in Serie A 2024-2025,points_gap_to_leader
cti km are maratonul,other
fa-mi un ceai,other
diferenta de puncte manchester city lider uefa champions league 2020-2021,points_gap_to_leader
FC Barcelona cate puncte fata de lider in lgue 1 2025-2026,points_gap_to_leader
deschide youtube,other
puncte pana la lider pentru U Cluj in Serie A 2021-2022,points_gap_to_leader
pretul la btc,other
cati km are maratonul,other
fa-mi un ceai,other
goluri Florinel Coman 2016-2017,player_goals
cate goluri are Flrinel Coman in 2017-2018,player_goals
cum gatesc paste,other
cate goluri a marcat Rodrygo in Liga 1 2019-2020,player_goals
goluri vinicius junior in ultimele 5 meciuri,player_goals
manchester city cate puncte fata de lider in Lga 1 2016-2017,points_gap_to_leader
Paris Saint-Germain cate puncte fata de lider in Premier League 2018-2019,points_gap_to_leader
cate goluri are Florinel Coman,player_goals
diferenta de puncte UTA Arad lider premier league 2020-2021,points_gap_to_leader
cate goluri are Mario Camora,player_goals
cat e gapul de puncte pentru Dnamo Bucuresti in Bndesliga 2016-2017,points_gap_to_leader
goluri Ianis Hagi in ultimele 10 meciuri,player_goals
ce ora este,other
diferenta de puncte Manchester City lider UEFA Champions League 2023-2024,points_gap_to_leader
cati km are maratonul,other
arata-mi programul de azi,other
cate goluri are karim benzema in 2026-2027,player_goals
spune-mi o gluma,other
goluri marcate de Harry Kane in Ligue 1 2019-2020,player_goals
diferenta de puncte Sepsi OSK lider Liga 1 2023-2024,points_gap_to_leader
goluri Robert Lewandowski in ultimele 3 meciuri,player_goals
Universitatea Craiova cate puncte fata de lider in Serie A 2021-2022,points_gap_to_leader
cate puncte sunt intre juventus si lider in Bundesliga 2023-2024,points_gap_to_leader
fcsb cate puncte fata de lider in uefa champions league 2016-2017,points_gap_to_leader
fc barcelona cate puncte fata de lider in premier league 2023-2024,points_gap_to_leader
cate goluri are Harry Kane,player_goals
cate puncte sunt intre FC Barcelona si lider in Premier League 2018-2019,points_gap_to_leader
deschide youtube,other
cat e gapul de puncte pentru fc barcelona in La Liga 2021-2022,points_gap_to_leader
cate puncte sunt intre pris saint-germain si lider in Liga 1 2018-2019,points_gap_to_leader
goluri robert lewandowski 2019-2020,player_goals
goluri Luka Modric 2024-2025,player_goals
cate goluri are luka modric,player_goals
diferenta de puncte FC Barcelona lider liga 1 2023-2024,points_gap_to_leader
cate goluri are mohamed salah in 2016-2017,player_goals
cat e gapul de puncte pentru Inter Milano in la liga 2025-2026,points_gap_to_leader
goluri Kevin De Bruyne 2023-2024,player_goals
goluri marcate de erling haaland in Serie A 2020-2021,player_goals
cat e gapul de puncte pentru U Cluj in liga 1 2022-2023,points_gap_to_leader
diferenta de puncte Dinamo Bucuresti lider Lgue 1 2020-2021,points_gap_to_leader
cate goluri a marcat Radu Dragusin in la liga 2024-2025,player_goals
puncte pana la lider pentru Juventus in UEFA Champions League 2024-2025,points_gap_to_leader
cate puncte sunt intre manchester city si lider in serie a 2022-2023,points_gap_to_leader
Jude Bellingham cate goluri are in Bundesliga 2016-2017,player_goals
creeaza un reminder maine,other
goluri Erling Haaland 2023-2024,player_goals
cum gatesc paste,other
FC Barcelona cate puncte fata de lider in Premier League 2026-2027,points_gap_to_leader
cate goluri are ntoine Griezmann,player_goals
deschide youtube,other
cate goluri are Kylian Mbappe,player_goals
goluri nicolae stanciu 2017-2018,player_goals
cate goluri are mohamed salah in 2022-2023,player_goals
cate goluri a marcat Radu Dragusin in uefa champions league 2020-2021,player_goals
cate puncte sunt intre juventus si lider in Bundesliga 2018-2019,points_gap_to_leader
cate goluri a marcat Ianis Hagi in serie a 2026-2027,player_goals
goluri Vinicius Junior in ultimele 3 meciuri,player_goals
goluri Nymar 2021-2022,player_goals
harry kane cate goluri are in uefa champions league 2022-2023,player_goals
diferenta de puncte farul constanta lider liga 1 2023-2024,points_gap_to_leader
Lverpool cate puncte fata de lider in Ligue 1 2018-2019,points_gap_to_leader
goluri marcate de Mohamed Salah in Premier League 2016-2017,player_goals
cate goluri are octavian popescu,player_goals
puncte pana la lider pentru paris saint-germain in Bndesliga 2017-2018,points_gap_to_leader
cate puncte sunt intre FCSB si lider in Serie A 2020-2021,points_gap_to_leader
cate goluri a marcat Harry Kane in bundesliga 2017-2018,player_goals
TA Arad cate puncte fata de lider in La Liga 2018-2019,points_gap_to_leader
cate goluri are Ianis Hagi in 2016-2017,player_goals
goluri marcate de anis hagi in UEFA Champions League 2025-2026,player_goals
cat e gapul de puncte pentru fcsb in Bundesliga 2025-2026,points_gap_to_leader
goluri Antoine Griezmann in ultimele 3 meciuri,player_goals
goluri rodrygo 2025-2026,player_goals
cat e gapul de puncte pentru fcsb in UEFA Champions League 2018-2019,points_gap_to_leader
cti km are maratonul,other
cat e gapul de puncte pentru FCSB in Liga 1 2020-2021,points_gap_to_leader
cate puncte sunt intre manchester city si lider in Serie A 2019-2020,points_gap_to_leader
goluri Octavian Popescu in ultimele 5 meciuri,player_goals
cat e gapul de puncte pentru bayern munchen in Ligue 1 2020-2021,points_gap_to_leader
cate puncte sunt intre nter milano si lider in liga 1 2024-2025,points_gap_to_leader
diferenta de puncte arsenal lider Serie A 2022-2023,points_gap_to_leader
goluri Mario Camora in ultimele 3 meciuri,player_goals
cate goluri are Denis Alibec in 2024-2025,player_goals
cate goluri a marcat Kylian Mbappe in Serie A 2019-2020,player_goals
goluri Nicolae Stanciu 2025-2026,player_goals
diferenta de puncte universitatea craiova lider bundesliga 2021-2022,points_gap_to_leader
cate goluri are Mario Camora,player_goals
cate goluri are jude bellingham,player_goals
goluri Rodrygo in ultimele 3 meciuri,player_goals
cate goluri are cristiano ronaldo in 2018-2019,player_goals
erling haaland cate goluri are in Ligue 1 2018-2019,player_goals
cate goluri a marcat jude bellingham in Bndesliga 2017-2018,player_goals
spune-mi o gluma,other
ianis hagi cate goluri are in Serie A 2022-2023,player_goals
Rapid Bucuresti cate puncte fata de lider in Lga 1 2020-2021,points_gap_to_leader
goluri marcate de Robert Lewandowski in liga 1 2017-2018,player_goals
pretul la btc,other
cat e gapul de puncte pentru Paris Saint-Germain in liga 1 2019-2020,points_gap_to_leader
cate goluri are Harry Kane,player_goals
andrei ivan cate goluri are in Premier League 2026-2027,player_goals
deschide youtube,other
goluri Ianis Hagi in ultimele 3 meciuri,player_goals
cate goluri are Erling Haaland,player_goals
puncte pana la lider pentru Borussia Dortmund in UEFA Champions League 2017-2018,points_gap_to_leader
cate puncte sunt intre Petrolul Ploiesti si lider in premier league 2023-2024,points_gap_to_leader
cat e gapul de puncte pentru Farul Constanta in Ligue 1 2018-2019,points_gap_to_leader
uta arad cate puncte fata de lider in Serie A 2023-2024,points_gap_to_leader
porneste muzica,other
diferenta de puncte CFR Cluj lider ligue 1 2022-2023,points_gap_to_leader
goluri denis alibec 2024-2025,player_goals
cate goluri a marcat Antoine Griezmann in Liga 1 2019-2020,player_goals
care e vremea azi,other
cum gatesc paste,other
cate goluri a marcat Florian Wirtz in La Liga 2021-2022,player_goals
CFR Cluj cate puncte fata de lider in Liga 1 2020-2021,points_gap_to_leader
cat e gapul de puncte pentru arsenal in uefa champions league 2021-2022,points_gap_to_leader
care e vremea azi,other
deschide youtube,other
deschide youtube,other
goluri Ianis Hagi in ultimele 3 meciuri,player_goals
drius olaru cate goluri are in Premier League 2026-2027,player_goals
deschide youtube,other
manchester city cate puncte fata de lider in UEFA Champions League 2017-2018,points_gap_to_leader
goluri Ciprian Deac in ultimele 5 meciuri,player_goals
cat e gapul de puncte pentru Arsenal in Premier League 2020-2021,points_gap_to_leader
ce ora este,other
cate goluri are Harry Kane in 2021-2022,player_goals
goluri ntoine griezmann in ultimele 5 meciuri,player_goals
rata-mi programul de azi,other
cate goluri a marcat Vinicius Junior in premier league 2017-2018,player_goals
cate goluri are Andrei Ivan,player_goals
goluri marcate de Florian Wirtz in Bundesliga 2025-2026,player_goals
diferenta de puncte Dinamo Bucuresti lider Serie A 2020-2021,points_gap_to_leader
cate goluri a marcat dnis alibec in Premier League 2021-2022,player_goals
prtul la btc,other
cati km are maratonul,other
cate puncte sunt intre rapid bucuresti si lider in uefa champions league 2023-2024,points_gap_to_leader
creeaza un reminder maine,other
cre e vremea azi,other
fa-mi un ceai,other
puncte pana la lider pentru real madrid in bundesliga 2020-2021,points_gap_to_leader
fa-mi un ceai,other
goluri Florian Wirtz 2017-2018,player_goals
puncte pana la lider pentru rapid bucuresti in srie a 2026-2027,points_gap_to_leader
goluri marcate de Radu Dragusin in srie a 2018-2019,player_goals
puncte pana la lider pentru FCSB in premier league 2024-2025,points_gap_to_leader
care e vremea azi,other
goluri marcate de Vinicius Junior in La Liga 2017-2018,player_goals
goluri Mhamed Salah in ultimele 3 meciuri,player_goals
cat e gapul de puncte pentru dinamo bucuresti in Liga 1 2022-2023,points_gap_to_leader
cat e gapul de puncte pentru Arsenal in la liga 2025-2026,points_gap_to_leader
puncte pana la lider pentru Sepsi OSK in serie a 2021-2022,points_gap_to_leader
cate puncte sunt intre arsenal si lider in Serie A 2018-2019,points_gap_to_leader
diferenta de puncte borussia dortmund lider Liga 1 2023-2024,points_gap_to_leader
fa-mi un ceai,other
puncte pana la lider pentru Ral Madrid in UEFA Champions League 2020-2021,points_gap_to_leader
puncte pana la lider pentru Borussia Dortmund in Premier League 2026-2027,points_gap_to_leader
cate puncte sunt intre U Cluj si lider in bundesliga 2024-2025,points_gap_to_leader
Cristiano Ronaldo cate goluri are in Premier League 2019-2020,player_goals
care e vremea azi,other
puncte pana la lider pentru inter milano in Bundesliga 2017-2018,points_gap_to_leader
cate puncte sunt intre Manchester City si lider in Serie A 2026-2027,points_gap_to_leader
pretul la btc,other
cate goluri a marcat cristiano ronaldo in Ligue 1 2018-2019,player_goals
cate goluri a marcat Radu Dragusin in serie a 2019-2020,player_goals
cate goluri are Toni Kroos,player_goals
cat e gapul de puncte pentru bayern munchen in bundesliga 2018-2019,points_gap_to_leader
goluri lionel messi in ultimele 5 meciuri,player_goals
cati km are maratonul,other
diferenta de puncte FC Barcelona lider bundesliga 2016-2017,points_gap_to_leader
goluri Ciprian Deac in ultimele 3 meciuri,player_goals
cate goluri are Ciprian Deac,player_goals
puncte pana la lider pentru Sepsi OSK in EFA Champions League 2026-2027,points_gap_to_leader
cum gatesc paste,other
deschide youtube,other
Vinicius Junior cate goluri are in liga 1 2022-2023,player_goals
spune-mi o gluma,other
borussia dortmund cate puncte fata de lider in serie a 2021-2022,points_gap_to_leader
c ora este,other
liverpool cate puncte fata de lider in liga 1 2026-2027,points_gap_to_leader
Paris Saint-Germain cate puncte fata de lider in UEFA Champions League 2017-2018,points_gap_to_leader
cate puncte sunt intre liverpool si lider in liga 1 2025-2026,points_gap_to_leader
deschide youtube,other
fa-mi un ceai,other
Harry Kane cate goluri are in bundesliga 2020-2021,player_goals
puncte pana la lider pentru manchester city in Premier League 2018-2019,points_gap_to_leader
spune-mi o gluma,other
cate goluri are Jude Bellingham,player_goals
cat e gapul de puncte pentru dinamo bucuresti in UEFA Champions League 2026-2027,points_gap_to_leader
cate goluri are Luka Modric,player_goals
diferenta de puncte Arsenal lider Bundesliga 2017-2018,points_gap_to_leader
goluri Harry Kane in ultimele 5 meciuri,player_goals
cate puncte sunt intre FCSB si lider in liga 1 2024-2025,points_gap_to_leader
goluri Dnis Alibec in ultimele 5 meciuri,player_goals
Juventus cate puncte fata de lider in ligue 1 2023-2024,points_gap_to_leader
goluri marcate de Krim Benzema in uefa champions league 2016-2017,player_goals
cate goluri are rodrygo in 2023-2024,player_goals
creeaza un reminder maine,other
care e vremea azi,other
porneste muzica,other
Drius Olaru cate goluri are in bundesliga 2017-2018,player_goals
puncte pana la lider pentru lverpool in UEFA Champions League 2019-2020,points_gap_to_leader
deschide youtube,other
spune-mi o gluma,other
ce ora este,other
goluri marcate de Rodrygo in UEFA Champions League 2016-2017,player_goals
goluri marcate de Radu Dragusin in Serie A 2025-2026,player_goals
cate puncte sunt intre Liverpool si lider in Serie A 2022-2023,points_gap_to_leader
arata-mi programul de azi,other
cum gatesc paste,other
goluri florinel coman in ultimele 3 meciuri,player_goals
goluri Darius Olaru in ultimele 10 meciuri,player_goals
goluri marcate de octavian popescu in liga 1 2023-2024,player_goals
denis alibec cate goluri are in liga 1 2020-2021,player_goals
cate goluri are Florian Wirtz,player_goals
goluri Lionel Messi in ultimele 5 meciuri,player_goals
cate puncte sunt intre U Cluj si lider in Serie A 2026-2027,points_gap_to_leader
Kevin De Bruyne cate goluri are in uefa champions league 2017-2018,player_goals
diferenta de puncte fcsb lider Serie A 2021-2022,points_gap_to_leader
goluri radu dragusin in ultimele 3 meciuri,player_goals
cate goluri are Mrio Camora in 2018-2019,player_goals
spne-mi o gluma,other
creaza un reminder maine,other
cat e gapul de puncte pentru Real Madrid in la liga 2017-2018,points_gap_to_leader
cat e gapul de puncte pentru CFR Cluj in Bundesliga 2022-2023,points_gap_to_leader
cate puncte sunt intre juventus si lider in prmier league 2018-2019,points_gap_to_leader
fa-mi un ceai,other
puncte pana la lider pentru rapid bucuresti in Liga 1 2019-2020,points_gap_to_leader
cate goluri are Denis Alibec in 2019-2020,player_goals
deschide youtube,other
cate puncte sunt intre Spsi OSK si lider in Premier League 2022-2023,points_gap_to_leader
goluri karim benzema 2016-2017,player_goals
Dinamo Bucuresti cate puncte fata de lider in bndesliga 2025-2026,points_gap_to_leader
diferenta de puncte Bayern Munchen lider liga 1 2026-2027,points_gap_to_leader
U Cluj cate puncte fata de lider in Bundesliga 2025-2026,points_gap_to_leader
Cluj cate puncte fata de lider in uefa champions league 2026-2027,points_gap_to_leader
goluri Rafael Leao 2016-2017,player_goals
arata-mi programul de azi,other
puncte pana la lider pentru arsenal in Lga 1 2021-2022,points_gap_to_leader
porneste muzica,other
Arsenal cate puncte fata de lider in premier league 2025-2026,points_gap_to_leader
